,도로명,위도,경도
340,"영통구 권선로882번길 107-50, 102호 (신동)",37.2468178,127.0414855
341,"영통구 덕영대로1555번길 46 (영통동, 롯데크리닉상가)",37.2482591,127.0615982
342,"영통구 덕영대로1556번길 16, 디지털엠파이어B-1208 (영통동, 디지털엠파이어빌딩)",37.2452904,127.0591706
343,"영통구 덕영대로1555번길 16, 롯데상가109호 (영통동, 벽적골롯데아파트)",37.2467959,127.0615894
344,"영통구 영통로290번길 25, 신나무실 주공5 (영통동, 신나무실주공아파트)",37.2521858,127.0634073
345,"영통구 권선로882번길 107-38, 101호 (신동)",37.2468144,127.0424748
346,영통구 권선로882번길 31-31 (신동),37.2480676,127.0441501
347,"영통구 봉영로1517번길 20, 극동풍림상가 (영통동, 극동.풍림아파트)",37.2490911,127.0674864
348,"영통구 봉영로 1623 (영통동, 드림피아빌딩)",37.2559363,127.0747301
349,영통구 신원로 97 (신동),37.2477730,127.0523733
350,"영통구 권선로908번길 35, 1층 (신동)",37.2471361,127.0448841
351,"영통구 덕영대로1556번길 16 D동170호, 168~170 (영통동, 디지털엠파이어빌딩)",37.2452904,127.0591706
352,"영통구 덕영대로1555번길 16,  (신영통점) (영통동, 벽적골롯데아파트)",37.2467959,127.0615894
353, 용인시 기흥구 서그내로 17,37.2455517,127.0739281
354,"영통구 매영로345번길7, 101호",37.2527660,127.0708960
355,"영통구 매영로310번길87, 지하층101,102,103호",37.2506929,127.0640570
356,"영통구 봉영로 1526 (영통동, 살구골 진덕,서광,성지,동아 아파트)",37.2486861,127.0700908
357,영통구 덕영대로 1707 (영통동),37.2479807,127.0781928
358,"영통구 영일로 8 (영통동, 메가플러스4)",37.2484227,127.0760310
359,영통구 매영로425번길 1 (영통동),37.2488600,127.0778974
360,영통구 매영로346,37.2513763,127.0698218
361,영통구 청명로43번길 15 (영통동),37.2511652,127.0797503
362,영통구 반달로 100 (영통동),37.2526178,127.0776146
363,"영통구 봉영로1613, 1층 106호",37.2551599,127.0739037
364,"영통구 반달로 31, 104 (영통동, 호원빌딩)",37.2510671,127.0759619
365,영통구 영일로 3 (영통동),37.2480882,127.0754967
366,"영통구 청명남로 12, 1층 (영통동)",37.2510814,127.0742802
367,"영통구 반달로35번길 30, 105호, 106호 (영통동, 영통역 아이파크)",37.2517809,127.0774605
368,"영통구 청명남로 31,  홈플러스뒤 키넥스맞은편 (영통동, 키라레스토아)",37.2529491,127.0752912
369,"영통구 영일로6번길 43 (영통동, 이레빌딩)",37.2483329,127.0782109
370,"영통구 청명로21번길 15 (영통동, 해광빌딩) 1층",37.2498988,127.0791340
371,"영통구 반달로35번길 19 (영통동, 대원빌딩)",37.2517568,127.0762086
372,영통구 매영로 390 (영통동),37.2493230,127.0742657
373,영통구 반달로 103 (영통동),37.2524273,127.0771437
374,"영통구 덕영대로 1699 (영통동, 영통빌딩)",37.2479740,127.0770925
375,영통구 영일로6번길 17 (영통동),37.2483310,127.0767460
376,"영통구 봉영로1569, 109호",37.2520638,127.0710165
377,"영통구 반달로7번길 6 (영통동, 센타프라자)",37.2523005,127.0740131
378,"영통구 청명로 7, 112호 (영통동, 청명타운텔)",37.2484215,127.0788864
379,"영통구 영통로 111 (망포동, 엘지동수원자이아파트)",37.2368861,127.0562371
380,영통구 청명남로 40 (영통동),37.2529355,127.0762985
381,영통구 청명남로4번길 28 (영통동),37.2495448,127.0746818
382,영통구 청명북로8,37.2522891,127.0794024
383,영통구 매영로425번길 16 (영통동),37.2494429,127.0781682
384,"영통구 봉영로 1605 (영통동, 모던타운)",37.2545285,127.0734663
385,영통구 광교호수공원로 80,37.2739774,127.0612197
386,"영통구 광교호수로 15 (원천동, 광교더샵)",37.2717097,127.0618538
387,"영통구 중부대로448번길 28, 상가동101호 (원천동, 원천 레이크파크아파트)",37.2686912,127.0608757
388,"영통구 중부대로448번길 97, 1층 108호 (원천동, 삼성테크노파크)",37.2665010,127.0594225
389,"영통구 광교호수공원로 80 (원천동, 광교아이파크)",37.2739774,127.0612197
390,"영통구 월드컵로97번길 50, 1층 (원천동)",37.2744298,127.0507823
391,영통구 광교호수공원로 277,37.2824071,127.0582392
392,영통구 동수원로537번길 16-6 (원천동),37.2743825,127.0483742
393,영통구 월드컵로 151 (원천동),37.2772054,127.0485201
394,영통구 매영로 249 (원천동),37.2590864,127.0651451
395,영통구 매영로238번길 30 (원천동),37.2604674,127.0631089
396,"영통구 월드컵로179번길 19 (원천동, 주공아파트)",37.2778518,127.0455925
397,"영통구 신원로 304, 3-105 (원천동, 영통 이노플렉스-2단지)",37.2621931,127.0609310
398,영통구 광교호수공원로 277,37.2824071,127.0582392
399,영통구 삼성로267번길 28,37.2667883,127.0624495
400,"영통구 아주로 46 (원천동, 아록빌딩)",37.2788022,127.0440842
401,영통구 동수원로537번길 35-2 (원천동),37.2745326,127.0469587
402,"영통구 월드컵로150번길 20, 아주프라자 (원천동, 아주프라자)",37.2778991,127.0498867
403,영통구 중부대로448번길 29 (원천동),37.2681085,127.0629722
404,영통구 월드컵로193번길 74 (원천동),37.2758996,127.0447352
405,영통구 신원로294번길 40-6 (원천동),37.2606382,127.0622042
406,"영통구 삼성로277번길 12-25 (원천동, 에플트리하우스)",37.2671307,127.0652536
407,"영통구 매영로199번길 35 (원천동, (주)아주물산)",37.2643701,127.0645769
408,"영통구 월드컵로87번길 7, 103호 (원천동)",37.2737800,127.0545816
409,"영통구 중부대로448번길 89 (원천동, 밀코오토월드)",37.2666921,127.0599758
410,"영통구 중부대로448번길 96, 늘푸른상가 (원천동)",37.2671103,127.0594434
411,"영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스)",37.2824071,127.0582392
412,"영통구 월드컵로179번길 70,  1층 (원천동)",37.2755583,127.0455039
413,영통구 월드컵로149번길 36 (원천동),37.2756433,127.0478984
414,영통구 동탄원천로1119번길 13 (원천동),37.2697167,127.0587499
415,"영통구 광교중앙로 55, 105호 (원천동, 광교두산위브)",37.2804625,127.0511962
416,영통구 삼성로277번길 22 (원천동),37.2670787,127.0637055
417,영통구 신원로294번길 8 (원천동),37.2613853,127.0607099
418,영통구 월드컵로193번길 23 (원천동),37.2781511,127.0448041
419,"영통구 중부대로271번길 27-11, 101호 (원천동, 주공아파트)",37.2761566,127.0461632
420,영통구 광교중앙로25번길 5 (원천동),37.2775835,127.0513062
421,"영통구 삼성로268번길 6, 상가동 1층 (원천동, 원천1차삼성아파트)",37.2653528,127.0631885
422,영통구 매영로199번길 32-1 (원천동),37.2641814,127.0648827
423,"영통구 신원로 306, 이노플렉스2층108호 (원천동, 영통 이노플렉스-1단지)",37.2623064,127.0619174
424,"경기 용인시 기흥구 흥덕중앙로 60 (영덕동, 이마트)",37.2757484,127.0733378
425,영통구 광교호수공원로277,37.2824071,127.0582392
426,"영통구 광교호수공원로 155, 상가1204동 지3층 비118호 (원천동, 수원광교에일린의뜰)",37.2781662,127.0589661
427,영통구 월드컵로185,37.2787176,127.0453032
428,영통구 중부대로 335 (원천동),37.2736042,127.0526031
429,영통구 신원로 274 102호(원천동),37.2598531,127.0609741
430,영통구 동수원로537번길 23 (원천동),37.2743027,127.0477020
431,영통구 삼성로 320 (원천동),37.2674474,127.0688945
432,영통구 중부대로 402 (원천동),37.2706462,127.0592258
433,"영통구 삼성로 274, 104호 (원천동, 수원팩토리월드)",37.2655388,127.0643859
434,"영통구 광교호수공원로 45, 106호",37.2731434,127.0564226
435,영통구 동수원로537번길 51-2 (원천동),37.2746015,127.0462257
436,"영통구 중부대로 437 (원천동, 홈플러스테스코주식회사)",37.2701012,127.0636510
437,영통구 중부대로448번길 106 (원천동),37.2667157,127.0588035
438,"영통구 월드컵로 123 (원천동, 승전빌딩)",37.2754227,127.0505835
